,date,open,low,high,h_o,pct_chg,volume,close
216,1/7/2011,77.10,73.59,77.59,4.329702837165522,-4.150019332388193,85400677,74.37
217,1/14/2011,74.25,72.46,74.49,0.5806103159600224,-0.5772586924419286,44895850,74.06
218,1/21/2011,74.65,74.31,75.75,0.9865351286495065,-0.9768976897689701,40056497,75.01
219,1/28/2011,74.25,73.05,75.85,3.507096069868986,-3.3882663150955747,46734907,73.28
220,2/4/2011,73.80,73.08,74.50,0.6076975016880525,-0.6040268456375877,41519549,74.05
221,2/11/2011,74.13,73.30,76.32,0.23640661938533308,-0.2358490566037639,39363816,76.14
222,2/18/2011,76.07,75.70,76.45,0.42033363982662214,-0.41857423152388146,16734140,76.13
223,2/25/2011,75.95,74.42,76.45,2.7001612036539564,-2.6291693917593264,27881213,74.44
224,3/4/2011,74.51,73.64,76.63,0.7891621728265084,-0.7829831658619266,41047787,76.03
225,3/11/2011,76.38,74.97,77.25,0.6777010295842513,-0.6731391585760466,34855064,76.73
226,3/18/2011,76.10,72.89,76.41,4.685573366214553,-4.475853945818613,40853280,72.99
227,3/25/2011,73.50,73.38,75.75,0.6644518272425249,-0.6600660066006601,23877441,75.25
594,4/1/2011,75.55,74.87,76.50,0.6711409395973222,-0.6666666666666734,17977737,75.99
595,4/8/2011,76.31,75.66,76.91,1.1441346659652687,-1.131192302691445,22337802,76.04
596,4/15/2011,76.15,75.83,77.54,0.20677177565263738,-0.20634511220016866,21670715,77.38
597,4/21/2011,76.89,76.40,78.41,1.9503315563645822,-1.9130212983037878,17718174,76.91
598,4/29/2011,77.15,76.54,78.59,0.3575533137530343,-0.35627942486321557,22923015,78.31
599,5/6/2011,78.40,78.20,79.37,0.8513341804320224,-0.8441476628449056,26460318,78.70
600,5/13/2011,79.46,79.08,80.91,0.21055239038890475,-0.21010999876406095,26573357,80.74
601,5/20/2011,80.44,80.44,82.85,0.63160451840155,-0.6276403138201522,27816875,82.33
602,5/27/2011,81.53,81.49,83.08,1.788777260475366,-1.7573423206547831,26628471,81.62
603,6/3/2011,82.13,80.01,82.25,2.1231686118698705,-2.0790273556230927,23382621,80.54
604,6/10/2011,80.60,80.00,82.23,2.3270283723245453,-2.274109205885935,31264251,80.36
605,6/17/2011,80.43,80.39,82.72,0.24236548715463263,-0.2417794970986495,27515629,82.52
606,6/24/2011,82.32,81.40,83.09,1.527370478983382,-1.5043928270550007,28303321,81.84
