,date,open,low,high,h_o,pct_chg,volume,close
228,1/7/2011,86.75,85.63,87.90,1.9366809695001759,-1.899886234357226,16166921,86.23
229,1/14/2011,85.70,85.70,88.80,0.794551645856984,-0.7882882882882916,11585909,88.10
230,1/21/2011,87.84,87.25,89.39,0.11199462425802924,-0.11186933661482751,10705548,89.29
231,1/28/2011,89.21,87.20,90.50,3.4995425434583742,-3.381215469613262,26110543,87.44
232,2/4/2011,87.93,87.31,88.45,0.18122097632800607,-0.18089315997738448,14960948,88.29
233,2/11/2011,88.17,87.81,91.95,0.16339869281046374,-0.1631321370310013,16315175,91.80
234,2/18/2011,91.72,91.00,92.96,0.0,0.0,13431331,92.96
235,2/25/2011,92.73,89.27,93.65,3.7673130193905884,-3.6305392418579876,17249356,90.25
236,3/4/2011,91.90,90.24,93.40,1.3125067794771754,-1.2955032119914431,17453306,92.19
237,3/11/2011,92.58,89.71,94.16,2.783538914965612,-2.708156329651654,18144593,91.61
238,3/18/2011,91.21,86.91,91.21,2.5061811643065743,-2.444907356649479,23633329,88.98
239,3/25/2011,90.27,90.17,92.98,0.7694808713558123,-0.7636050763605162,14970403,92.27
607,4/1/2011,92.42,91.90,94.33,1.2885214216686383,-1.272129757235241,14958061,93.13
608,4/8/2011,92.68,92.60,94.10,0.9440034327397505,-0.9351753453772534,12672220,93.22
609,4/15/2011,93.59,91.75,94.64,1.960784313725498,-1.923076923076931,15375510,92.82
610,4/21/2011,91.94,90.58,94.42,0.5323679727427598,-0.5295488244016098,9718851,93.92
611,4/29/2011,93.91,93.27,97.50,0.29832321777595544,-0.2974358974359039,20655611,97.21
612,5/6/2011,97.58,94.40,97.95,2.458158995815909,-2.3991832567636635,17031494,95.60
613,5/13/2011,95.30,94.44,97.18,1.2186230600979082,-1.2039514303354617,15657591,96.01
614,5/20/2011,95.54,92.75,96.23,2.8537836682342896,-2.7746025148082736,16596686,93.56
615,5/27/2011,92.29,91.38,93.47,0.0,0.0,11695384,93.47
616,6/3/2011,94.05,90.19,94.68,4.388092613009928,-4.203633291085766,12491882,90.70
617,6/10/2011,90.38,90.24,92.43,1.873691171608071,-1.8392296873309562,14734714,90.73
618,6/17/2011,91.14,90.58,92.99,1.318370015253861,-1.3012151844284265,15549946,91.78
619,6/24/2011,91.42,90.68,93.92,3.3337000770161747,-3.2261499148211255,15126028,90.89
