,date,open,low,high,h_o,pct_chg,volume,close
168,1/7/2011,62.63,62.53,63.54,1.5015974440894533,-1.4793830657853284,57774737,62.60
169,1/14/2011,62.29,62.00,62.98,0.6874500399680252,-0.6827564306128926,34950419,62.55
170,1/21/2011,62.21,62.01,63.25,0.9415895308011546,-0.9328063241106773,47999880,62.66
171,1/28/2011,62.56,60.00,62.72,4.515914014330946,-4.320790816326532,86229071,60.01
172,2/4/2011,60.16,59.69,60.99,0.24654832347139805,-0.24594195769798094,63641929,60.84
173,2/11/2011,60.88,60.42,61.17,0.7742998352553523,-0.768350498610428,42897125,60.70
174,2/18/2011,60.69,60.33,61.11,0.0,0.0,33273371,61.11
175,2/25/2011,60.68,59.36,61.08,2.414486921529171,-2.357563850687619,46786798,59.64
176,3/4/2011,59.93,59.77,61.50,0.7206026858827345,-0.715447154471541,63576642,61.06
177,3/11/2011,61.09,59.11,61.10,2.362204724409455,-2.3076923076923137,53844149,59.69
178,3/18/2011,59.49,57.50,59.49,1.5707700187809488,-1.54647839973105,71716802,58.57
179,3/25/2011,58.67,58.50,59.16,0.3051881993896231,-0.30425963488843766,47498000,58.98
542,4/1/2011,58.98,58.93,59.73,0.4034291477559167,-0.4018081366147579,48029143,59.49
543,4/8/2011,59.50,59.25,60.18,1.2108980827447002,-1.1964107676969074,47141409,59.46
544,4/15/2011,59.54,59.49,60.95,0.6439894319682968,-0.6398687448728475,58631682,60.56
545,4/21/2011,60.45,60.10,64.54,0.7335726549087142,-0.7282305546947831,72888066,64.07
546,4/29/2011,63.65,63.40,65.98,0.395617772367628,-0.3940588056987043,70745990,65.72
547,5/6/2011,65.92,64.80,66.46,1.8231959552627512,-1.7905507071922928,68840083,65.27
548,5/13/2011,65.11,65.07,67.37,1.1257880516361451,-1.1132551580822323,66040498,66.62
549,5/20/2011,66.41,65.28,66.79,1.6745318922210513,-1.646953136697123,53385097,65.69
550,5/27/2011,65.19,65.08,66.77,0.0,0.0,49866786,66.77
551,6/3/2011,67.31,65.80,67.34,1.8913602663035254,-1.8562518562518564,47426009,66.09
552,6/10/2011,65.87,65.18,67.28,1.8005749735209526,-1.7687277051129575,52231924,66.09
553,6/17/2011,66.32,65.47,67.36,1.6141197767385624,-1.5884798099762372,58201928,66.29
554,6/24/2011,66.08,64.69,66.75,2.5976022133415273,-2.531835205992506,56535090,65.06
