,date,open,low,high,h_o,pct_chg,volume,close
48,1/7/2011,94.38,92.30,94.81,1.1522458124399853,-1.1391203459550663,24135903,93.73
49,1/14/2011,93.21,92.51,94.70,0.7339644718646928,-0.728616684266101,19707235,94.01
50,1/21/2011,94.16,92.37,96.80,4.366576819407006,-4.183884297520659,28651009,92.75
51,1/28/2011,92.71,92.51,97.79,2.205267558528427,-2.1576848348501887,34929068,95.68
52,2/4/2011,96.13,95.85,99.72,0.13053519429661156,-0.1303650220617684,31169285,99.59
53,2/11/2011,99.62,98.75,103.55,0.009658103148532842,-0.009657170449049643,27632394,103.54
54,2/18/2011,103.56,102.01,105.86,0.0,0.0,16331886,105.86
55,2/25/2011,104.86,98.03,105.30,3.235294117647056,-3.1339031339031314,28146727,102.00
56,3/4/2011,102.72,99.35,104.43,1.3489906832298142,-1.331035143158097,29851515,103.04
57,3/11/2011,103.42,97.01,104.45,4.429114177164574,-4.241263762565827,38614049,100.02
58,3/18/2011,102.59,98.55,105.64,0.5520654863887287,-0.5490344566452086,54195667,105.06
59,3/25/2011,106.90,105.64,110.15,0.9716747639563683,-0.9623241034952358,37837456,109.09
412,4/1/2011,109.54,108.61,113.59,0.4154879773691645,-0.4137688176776114,28116391,113.12
413,4/8/2011,113.75,108.88,113.93,3.742487707157179,-3.6074782761344806,28772937,109.82
414,4/15/2011,110.02,105.35,110.30,2.8821938252028763,-2.801450589301907,30697889,107.21
415,4/21/2011,105.58,102.16,109.42,0.0,0.0,23938892,109.42
416,4/29/2011,109.24,107.95,116.25,0.727839875227453,-0.7225806451612933,34522949,115.41
417,5/6/2011,116.24,108.39,116.55,5.628058727569325,-5.328185328185323,39678464,110.34
418,5/13/2011,110.80,106.02,112.97,6.244709865513026,-5.877666637160309,38211403,106.33
419,5/20/2011,105.87,101.47,108.27,3.7764784817406283,-3.639050521843537,54274252,104.33
420,5/27/2011,101.30,100.30,104.60,0.0,0.0,30213720,104.60
421,6/3/2011,106.41,99.15,106.60,5.440158259149357,-5.159474671669794,35887587,101.10
422,6/10/2011,100.25,96.42,101.61,4.9798532906291895,-4.743627595709077,40431926,96.79
423,6/17/2011,96.93,94.20,98.45,2.6055237102657633,-2.5393600812595225,43606429,95.95
424,6/24/2011,96.49,96.05,102.50,2.489751024897505,-2.429268292682922,43722864,100.01
