,date,open,low,high,h_o,pct_chg,volume,close
348,1/7/2011,73.72,73.64,75.90,0.4101071570313563,-0.4084321475625853,101740933,75.59
349,1/14/2011,75.13,74.58,77.84,0.0,0.0,74376886,77.84
350,1/21/2011,77.79,76.77,79.10,0.15193719929094748,-0.15170670037925454,99941187,78.98
351,1/28/2011,78.85,77.93,79.98,1.2533232054690584,-1.2378094523631022,115376817,78.99
352,2/4/2011,79.92,79.01,83.98,0.8405379442843454,-0.8335317932841186,129743696,83.28
353,2/11/2011,83.45,81.61,84.00,1.4247766240038722,-1.4047619047619129,85733429,82.82
354,2/18/2011,82.00,81.80,85.10,0.7100591715976264,-0.7050528789659158,93325562,84.50
355,2/25/2011,84.97,84.73,88.23,3.386454183266933,-3.2755298651252414,122018405,85.34
356,3/4/2011,85.87,83.55,86.56,1.7395392571697272,-1.7097966728281007,102134160,85.08
357,3/11/2011,85.84,80.10,86.08,4.822211397954206,-4.600371747211889,92727886,82.12
358,3/18/2011,81.67,78.80,82.64,2.2139764996907934,-2.1660212971926502,123914255,80.85
359,3/25/2011,81.87,81.86,83.93,0.37072470700789556,-0.3693554152269775,83364516,83.62
737,4/1/2011,83.86,82.61,84.94,0.3070382616910615,-0.30609842241581225,77569311,84.68
738,4/8/2011,84.26,84.07,86.22,0.31413612565444565,-0.31315240083506846,75566590,85.95
739,4/15/2011,85.95,82.38,86.15,2.206667457586901,-2.1590249564712702,81056144,84.29
740,4/21/2011,83.11,82.44,86.36,0.0,0.0,43378708,86.36
741,4/29/2011,86.29,85.89,88.00,0.02273243919072064,-0.022727272727268207,81596868,87.98
742,5/6/2011,88.10,81.59,88.13,6.578788245253353,-6.172699421309427,113805856,82.69
743,5/13/2011,83.01,79.42,83.76,3.573636700877953,-3.4503342884431714,99678100,80.87
744,5/20/2011,80.22,79.60,82.58,1.2382003187446429,-1.2230564301283666,86758820,81.57
745,5/27/2011,80.22,80.07,82.63,0.0,0.0,68230855,82.63
746,6/3/2011,83.28,80.18,83.75,3.1658043853165716,-3.068656716417902,78616295,81.18
747,6/10/2011,80.93,79.72,81.87,2.6197041865129145,-2.5528276535971703,92380844,79.78
748,6/17/2011,80.00,78.33,80.82,2.27790432801822,-2.227171492204896,100521400,79.02
749,6/24/2011,78.65,76.78,81.12,5.652513675436316,-5.350098619329392,118679791,76.78
